ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
CEN19LA149,5/22/2019,2019,RAYMOND, MS,32.120278,-90.312778,NON-FATAL,DESTROYED,AIRPLANE,CHISTOV,CHALLENGER,0,0,1
WPR19LA153,5/22/2019,2019,SOCORRO, NM,34.020278,-106.901944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,195,0,0,1
GAA19CA277,5/21/2019,2019,PEARSALL, TX,28.845555,-98.878056,NON-FATAL,DESTROYED,AIRPLANE,GRUMMAN,G164,0,1,0
WPR19FA152,5/21/2019,2019,WHITTIER, AK,60.910556,-147.770834,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,A185,1,2,0
ANC19FA019,5/20/2019,2019,METLAKATLA, AK,55.131667,-131.570556,FATAL(2),SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DHC 2,2,0,0
WPR19FA150,5/19/2019,2019,MELBA, ID,43.423056,-116.7125,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,35,1,0,0
GAA19CA296,5/19/2019,2019,ORANGEBURG, SC,33.618334,-80.693889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,4
GAA19CA310,5/18/2019,2019,ATLANTA, GA,33.357778,-84.5725,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA23,0,0,1
GAA19CA292,5/18/2019,2019,BRADFORD, PA,41.803056,-78.64,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,B75N1,0,0,2
CEN19FA144,5/18/2019,2019,CHILLICOTHE, OH,39.284166,-82.874445,FATAL(1),DESTROYED,AIRPLANE,VANS,RV6,1,0,0
GAA19CA271,5/17/2019,2019,STUTTGART, AR,34.5975,-91.575,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S 2R,0,0,1
CEN19LA147,5/17/2019,2019,YANKEETOWN, FL,29.007778,-82.845,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,0,1,0
WPR19FA148,5/17/2019,2019,ALPINE, UT,40.5025,-111.743889,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON,R44,2,0,0
GAA19CA272,5/16/2019,2019,MAITLAND, FL,28.63,-81.389444,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
ERA19LA177,5/16/2019,2019,SAVANNAH, TN,35.151111,-88.212222,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,CH750,0,0,2
CEN19LA146,5/16/2019,2019,MORRILTON, AR,35.136111,-92.713611,NON-FATAL,SUBSTANTIAL,HELICOPTER,SIKORSKY,S76,0,0,6
CEN19LA142,5/15/2019,2019,CENTRALIA, IL,38.515,-89.091111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA44,0,2,0
GAA19CA270,5/15/2019,2019,LANE CITY, TX,29.182778,-95.993889,NON-FATAL,DESTROYED,AIRPLANE,GRUMMAN,G164,0,0,1
CEN19FA143,5/15/2019,2019,LOVELAND, CO,40.464722,-105.085555,FATAL(1),DESTROYED,AIRPLANE,BEECH,60,1,0,0
GAA19CA267,5/15/2019,2019,MANVEL, TX,29.479167,-95.326667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
WPR19FA145B,5/15/2019,2019,PLEASANT GROVE, CA,38.885277,-121.423889,FATAL(2),DESTROYED,AIRPLANE,GRUMMAN,G164,2,0,0
WPR19FA145A,5/15/2019,2019,PLEASANT GROVE, CA,38.885277,-121.423889,FATAL(2),DESTROYED,AIRPLANE,GRUMMAN,G164,2,0,0
WPR19FA146,5/15/2019,2019,SANTA YNEZ, CA,34.691111,-119.953333,FATAL(1),DESTROYED,AIRPLANE,AVIAT,A1,1,0,0
ERA19LA173,5/15/2019,2019,HAMPTON, GA,33.391389,-84.325556,NON-FATAL,SUBSTANTIAL,HELICOPTER,HUGHES,269B,0,0,1
ERA19LA171,5/15/2019,2019,NEW YORK, NY,40.754444,-74.006944,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
WPR19LA157,5/14/2019,2019,JEROME, ID,42.725278,-114.447222,NON-FATAL,SUBSTANTIAL,AIRPLANE,VOUGHT,F4U-7,0,1,0
CEN19LA169,5/14/2019,2019,LAS ANIMAS, CO,38.085277,-103.200833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,162,0,1,0
GAA19CA266,5/14/2019,2019,LATROBE, PA,40.273056,-79.410278,NON-FATAL,,AIRPLANE,RYAN JOHN STEFFEY,SUBSONEX,0,0,1
WPR19LA165,5/14/2019,2019,MEDFORD, OR,42.538889,-122.903889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210,0,2,0
GAA19CA261,5/13/2019,2019,BELGRADE, MT,45.783889,-111.160833,NON-FATAL,SUBSTANTIAL,AIRPLANE,SIAI-MARCHETTI,SM,0,0,2
GAA19CA259,5/13/2019,2019,CROSSETT, AR,33.178334,-91.880278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,1
WPR19LA144,5/13/2019,2019,GILA BEND, AZ,32.96,-112.67,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,1,0
CEN19MA141B,5/13/2019,2019,KETCHIKAN, AK,55.425556,-131.505,FATAL(6),SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DHC-3,6,10,0
CEN19MA141A,5/13/2019,2019,KETCHIKAN, AK,55.425556,-131.505,FATAL(6),DESTROYED,AIRPLANE,DE HAVILLAND,DHC-2,6,10,0
CEN19FA165,5/12/2019,2019,FRANKFORT, MI,44.622778,-86.330556,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,V35,2,0,0
GAA19CA260,5/12/2019,2019,NORTHWAY, AK,62.961111,-141.928056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
GAA19CA263,5/12/2019,2019,SOLDOTNA, AK,60.524723,-150.996389,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108,0,0,1
GAA19CA258,5/11/2019,2019,DEXTER, MI,42.3386044,-83.8891514,UNAVAILABLE,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,0
CEN19FA140,5/11/2019,2019,EAGLE LAKE, TX,29.516111,-96.397777,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR,AT502,1,0,0
GAA19CA257,5/11/2019,2019,GLADES PARK, CO,39.019167,-108.767778,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,2,0
GAA19CA264,5/11/2019,2019,MOUNT HOLLY, NJ,39.941944,-74.848611,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,695,0,0,2
ERA19FA170,5/11/2019,2019,NAPLES, FL,26.2025,-81.707222,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 30,1,0,0
WPR19FA143,5/11/2019,2019,CRESWELL, OR,43.929445,-123.006389,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,TOP DOG,TOPDOG ULTRALIGHT,1,0,0
GAA19CA262,5/11/2019,2019,GRAND JUNCTION, CO,39.122223,-108.526667,NON-FATAL,SUBSTANTIAL,,CUB CRAFTERS,CARBON CUB EX,0,0,1
GAA19CA256,5/10/2019,2019,LOGANDALE, NV,36.240833,-114.175,NON-FATAL,SUBSTANTIAL,AIRPLANE,JORDAN VALLEY LLC,CCX-2000,0,0,2
GAA19CA255,5/10/2019,2019,ROSEBURG, OR,43.239444,-123.355833,NON-FATAL,SUBSTANTIAL,AIRPLANE,ELMWOOD,CHRISTAVIA MK I,0,0,1
GAA19CA280,5/9/2019,2019,CHARLOTTE, NC,35.213056,-80.668056,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
ERA19LA169,5/9/2019,2019,NEWPORT NEWS, VA,37.131945,-76.493055,NON-FATAL,SUBSTANTIAL,AIRPLANE,HAWKER SIDDELEY,HUNTER,0,0,1
ERA19IA178,5/9/2019,2019,SAVANNAH, GA,32.129167,-81.200833,INCIDENT,NONE,AIRPLANE,CESSNA,550,0,0,7
CEN19FA139,5/8/2019,2019,MOOSE LAKE, MN,46.423334,-92.805556,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,0,0
WPR19LA141,5/7/2019,2019,BOULDER CITY, NV,35.936389,-114.854444,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN,CTLS,0,2,0
CEN19FA138,5/7/2019,2019,SCHLATER, MS,33.626945,-90.374445,FATAL(1),SUBSTANTIAL,AIRPLANE,CHAMPION,7GCAA,1,0,0
GAA19CA247,5/6/2019,2019,AUBURN, CA,38.954722,-121.081667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA19CA293,5/6/2019,2019,CANANDAIGUA, NY,42.91,-77.33,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 20,0,0,1
WPR19FA133,5/6/2019,2019,CHELAN, WA,47.867778,-119.9375,FATAL(1),DESTROYED,AIRPLANE,JUST,JA30 SUPERSTOL,1,0,0
ERA19FA164,5/6/2019,2019,FOLEY, AL,30.432778,-87.702222,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,1,0
GAA19CA245,5/6/2019,2019,ROSENDALE, WI,43.880556,-88.710556,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415 C,0,0,1
GAA19CA250,5/6/2019,2019,DENTON, TX,33.202222,-97.198055,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,0,0,2
CEN19FA135,5/5/2019,2019,ANDERSON, IN,40.108611,-85.613056,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA34,0,1,0
GAA19CA246,5/5/2019,2019,MARION, IN,40.486944,-85.683611,NON-FATAL,DESTROYED,AIRPLANE,CESSNA,182,0,2,2
WPR19LA139,5/5/2019,2019,MINDEN, NV,39.000556,-119.751111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,0,1
WPR19LA140,5/5/2019,2019,RED ROCK, AZ,32.538333,-111.423611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,4
WPR19LA138,5/5/2019,2019,RENO, NV,39.499166,-119.768056,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,0,0,2
GAA19CA242,5/5/2019,2019,SANDY VALLEY, NV,35.793611,-115.626667,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN,CTLS,0,0,2
ANC19FA018,5/5/2019,2019,SANTA ROSA, NM,34.94,-104.667778,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,A60,2,0,0
WPR19LA137,5/5/2019,2019,SUTTER, CA,39.189444,-121.708611,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,G164,0,0,1
GAA19CA243,5/4/2019,2019,FARIBAULT, MN,44.328889,-93.313056,NON-FATAL,SUBSTANTIAL,AIRPLANE,HANSON,PARAKEET A4 REPLICA,0,0,1
WPR19LA134,5/4/2019,2019,KALISPELL, MT,48.310556,-114.256111,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
GAA19CA244,5/4/2019,2019,VALPARAISO, IN,41.453889,-87.006944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,1
WPR19LA136,5/4/2019,2019,WINTER HAVEN, FL,28.063056,-81.753333,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,0,2
ERA19FA163,5/4/2019,2019,KENT ISLAND, MD,38.815833,-76.383056,FATAL(2),DESTROYED,HELICOPTER,GUIMBAL,CABRI,2,0,0
WPR19LA135,5/4/2019,2019,OXNARD, CA,34.220278,-119.223889,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,1,0
CEN19FA134,5/4/2019,2019,NEW ERA, MI,43.564444,-86.418056,FATAL(1),DESTROYED,POWERED PARACHUTE,ALLIANT AVIATION,DESTINY 2000,1,0,0
GAA19CA281,5/3/2019,2019,CARVERS, NV,38.966945,-117.182778,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,340,0,0,5
WPR19LA171,5/3/2019,2019,DEER PARK, WA,47.974723,-117.430556,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,0,1
DCA19MA143,5/3/2019,2019,JACKSONVILLE, FL,30.277778,-81.805833,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,737,0,1,142
GAA19CA251,5/3/2019,2019,MCCARTHY, AK,61.128611,-142.415278,NON-FATAL,SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DHC2,0,0,1
GAA19CA240,5/3/2019,2019,OROFINO, ID,46.491389,-116.276945,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,0,0,1
GAA19CA241,5/3/2019,2019,SONOMA, CA,38.2575,-122.434166,NON-FATAL,SUBSTANTIAL,GLIDER,STEMME,S 10,0,1,0
CEN19LA133,5/2/2019,2019,MINERAL WELLS, TX,32.770834,-98.042777,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR20,0,0,2
WPR19TA131,5/2/2019,2019,LINCOLN PARK, NJ,40.9475,-74.314444,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,0,2
GAA19CA239,5/1/2019,2019,BETHEL, AK,60.778611,-161.837222,NON-FATAL,SUBSTANTIAL,AIRPLANE,GIPPSLAND,GA8,0,0,7
WPR19FA126,5/1/2019,2019,MILL CREEK, CA,40.36,-121.510556,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,182,1,2,0
WPR19LA128,5/1/2019,2019,SEDONA, AZ,34.848611,-111.788333,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,0,2
ERA19FA161,5/1/2019,2019,TYRONE, PA,40.764444,-78.211111,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,172,2,0,0
WPR19LA132,5/1/2019,2019,WOODLAND, WA,45.8925,-122.735555,NON-FATAL,SUBSTANTIAL,AIRPLANE,OTTERBACK,LIGHTNING,0,0,2
WPR19TA142,4/30/2019,2019,MARION, VA,36.894444,-81.350556,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,ZENITH CH 701,0,0,1
ERA19TA166,4/30/2019,2019,NEW BERN, NC,35.072778,-77.043055,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
GAA19CA236,4/30/2019,2019,WASILLA, AK,61.599166,-149.450556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
GAA19CA232,4/30/2019,2019,COBDEN, IL,37.537222,-89.891944,NON-FATAL,SUBSTANTIAL,GYROPLANE,PAVEL VAGNER,TANGO2,0,0,1
GAA19CA238,4/30/2019,2019,SULA, MT,45.859444,-113.968056,NON-FATAL,SUBSTANTIAL,HELICOPTER,AEROSPATIALE,AS350,0,0,1
GAA19CA372,4/29/2019,2019,PORTERVILLE, CA,35.927223,-119.271945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T206,0,0,2
WPR19FA124,4/29/2019,2019,RIDGEFIELD, WA,45.768611,-122.72,FATAL(2),SUBSTANTIAL,AIRPLANE,VANS,RV 6,2,0,0
ERA19LA162,4/29/2019,2019,SEBASTIAN, FL,27.844722,-80.756111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
WPR19FA123,4/29/2019,2019,KAILUA, HI,21.403333,-157.764444,FATAL(3),DESTROYED,HELICOPTER,ROBINSON,R44,3,0,0
GAA19CA282,4/28/2019,2019,EDWARDS AIR FORCE BASE, CA,34.908056,-117.885555,UNAVAILABLE,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,0
GAA19CA228,4/28/2019,2019,LINCOLN, CA,38.909167,-121.351389,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,7GCAA,0,0,2
CEN19TA131,4/28/2019,2019,QUANAH, TX,34.363333,-99.900833,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
WPR19LA125,4/28/2019,2019,SEQUIM, WA,48.047222,-122.874167,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,A75N1(PT17),0,2,0
ERA19LA159,4/27/2019,2019,ANGIER, NC,35.3925,-78.706667,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,ZODIAC CH601,0,1,0
GAA19CA227,4/27/2019,2019,ROOSEVELT, UT,40.278334,-110.051389,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M7,0,0,1
CEN19LA129,4/27/2019,2019,SULPHUR SPRING, TX,33.193055,-95.611389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 23,0,0,1
GAA19CA235,4/27/2019,2019,WINSTON SALEM, NC,36.133611,-80.221945,NON-FATAL,SUBSTANTIAL,AIRPLANE,BAKENG,BAKENG DEUCE,0,0,2
CEN19CA128,4/27/2019,2019,LA MESA, TX,32.876389,-101.945833,NON-FATAL,,BALLOON,ULTRAMAGIC,S90,0,1,2
GAA19CA233,4/27/2019,2019,JUNEAU, AK,58.491111,-134.455,NON-FATAL,SUBSTANTIAL,HELICOPTER,AEROSPATIALE,AS350,0,0,6
GAA19CA237,4/26/2019,2019,CHANDLER, OK,35.815,-96.873889,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 6,0,0,1
GAA19CA253,4/26/2019,2019,GILA BEND, AZ,32.960278,-112.673611,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,A75N1(PT17),0,0,2
CEN19LA127,4/26/2019,2019,SHELDON, MO,37.666111,-94.302222,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,50,0,0,1
GAA19CA231,4/26/2019,2019,ST CHARLES, MO,38.929723,-90.43,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,76,0,0,2
GAA19CA226,4/26/2019,2019,MCMINNVILLE, OR,45.194444,-123.136111,NON-FATAL,SUBSTANTIAL,HELICOPTER,GUIMBAL,CABRI,0,0,2
WPR19LA122,4/26/2019,2019,OAKRIDGE, OR,43.553889,-122.475834,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
ERA19LA158,4/25/2019,2019,ELBERTON, GA,34.135277,-82.873056,NON-FATAL,SUBSTANTIAL,AIRPLANE,ACRO,SUPER ACRO SPORT I,0,1,0
WPR19FA121,4/25/2019,2019,MADERA, CA,36.998055,-120.126389,FATAL(2),SUBSTANTIAL,AIRPLANE,TL ULTRALIGHT SRO,STINGSPORT,2,0,0
ERA19FA155,4/23/2019,2019,HENDERSON, KY,37.807222,-87.684444,FATAL(2),SUBSTANTIAL,AIRPLANE,BELLANCA,1730,2,0,0
ERA19LA156,4/23/2019,2019,KEY WEST, FL,24.651389,-82.867223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,208,0,0,5
GAA19CA219,4/23/2019,2019,MORGAN, UT,41.148611,-111.767223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
GAA19CA220,4/23/2019,2019,PRESCOTT, AZ,34.654722,-112.419167,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA19FA154,4/22/2019,2019,CLEVELAND, NC,35.755,-80.635,FATAL(1),DESTROYED,AIRPLANE,WHEELER,EXPRESS SERIES 2000,1,0,0
ERA19LA157,4/22/2019,2019,HOLLY SPRINGS, NC,34.491111,-77.531111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BARROWS,BEARHAWK LSA,0,1,0
CEN19FA124,4/22/2019,2019,KERRVILLE, TX,30.0375,-99.185833,FATAL(6),SUBSTANTIAL,AIRPLANE,BEECH,58,6,0,0
WPR19LA120,4/22/2019,2019,MCCALL, ID,44.881111,-116.003611,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18 225 DD,0,0,1
WPR19FA118,4/22/2019,2019,NORCO, CA,33.929445,-117.575278,FATAL(1),DESTROYED,AIRPLANE,NORTHROP,N9M,1,0,0
CEN19FA122,4/21/2019,2019,KINGSLAND, TX,30.678334,-98.4175,FATAL(2),DESTROYED,AIRPLANE,RANS,S7,2,0,0
WPR19LA130,4/21/2019,2019,PRINEVILLE, OR,44.190277,-120.820556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,2
GAA19CA224,4/20/2019,2019,BREMEN, AL,33.983611,-87.059444,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,0,0,2
GAA19CA218,4/20/2019,2019,REEDSBURG, WI,43.525834,-89.983334,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
GAA19CA225,4/20/2019,2019,SCOTTSDALE, AZ,33.620278,-111.915278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN19LA125,4/20/2019,2019,ST. CLOUD, MN,45.548055,-94.069723,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28R-200,0,0,2
CEN19LA123,4/20/2019,2019,ST JACOB, IL,38.699722,-89.775,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R66,0,1,0
CEN19LA126,4/19/2019,2019,DWIGHT, IL,41.132778,-88.438333,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
WPR19LA117,4/19/2019,2019,GRASS VALLEY, CA,39.223889,-121.013333,NON-FATAL,SUBSTANTIAL,AIRPLANE,NANCHANG,CJ 6,0,2,0
WPR19FA116,4/18/2019,2019,BROOKINGS, OR,42.083889,-124.301667,FATAL(2),SUBSTANTIAL,AIRPLANE,VANS,RV8,2,0,0
WPR19FA115,4/18/2019,2019,FULLERTON, CA,33.871389,-117.981389,FATAL(1),DESTROYED,AIRPLANE,BEECH,60,1,0,0
GAA19CA212,4/17/2019,2019,WICKENBURG, AZ,33.970556,-112.795,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,1,0
GAA19CA216,4/17/2019,2019,DONNA, TX,26.204444,-98.051667,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,0,0,1
GAA19CA211,4/16/2019,2019,DENVER, CO,39.57,-104.849444,NON-FATAL,SUBSTANTIAL,AIRPLANE,TUBBS S/PERFORMANCE AIR INC,PA-18-225,0,0,1
WPR19LA112,4/16/2019,2019,MORGANZA, LA,30.7225,-91.648055,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,1,0
WPR19FA109,4/16/2019,2019,FORT MCDOWELL, AZ,33.623611,-111.675556,FATAL(2),DESTROYED,HELICOPTER,BELL,206,2,0,0
WPR19LA111,4/16/2019,2019,HAUULA, HI,21.588333,-157.911944,NON-FATAL,SUBSTANTIAL,HELICOPTER,MD HELICOPTER,369,0,0,4
CEN19LA121,4/16/2019,2019,OMAHA, NE,41.414444,-96.108333,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,OH 58A,0,0,2
GAA19CA206,4/15/2019,2019,HUTCHINSON, KS,38.066111,-97.860556,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,0,3
GAA19CA215,4/15/2019,2019,LEBANON, IN,40.007222,-86.440555,NON-FATAL,SUBSTANTIAL,AIRPLANE,KAMINSKAS,RTH JUNGSTER 1,0,0,1
ANC19TA017,4/15/2019,2019,NOME, AK,65.925834,-164.611389,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,1,0
ERA19LA152,4/15/2019,2019,DUBLIN, GA,32.564444,-82.985277,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,3
GAA19CA208,4/15/2019,2019,ELIZABETH, CO,39.385277,-104.605,NON-FATAL,SUBSTANTIAL,POWERED PARACHUTE,AIRFRAMES UNLIMITED,OUTLAW,0,1,0
GAA19CA213,4/14/2019,2019,BANGOR, ME,44.808056,-68.829445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,1,1
GAA19CA214,4/14/2019,2019,LIMINGTON, ME,43.763056,-70.6725,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
ERA19LA150,4/14/2019,2019,NEW YORK, NY,40.676945,-73.714167,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,3,0
GAA19CA217,4/14/2019,2019,WALL, SD,43.999444,-102.254722,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,VANS RV-12,0,1,1
WPR19TA110,4/14/2019,2019,ST. HELENA, CA,38.443333,-122.046666,NON-FATAL,MINOR,BALLOON,KUBICEK,BB100,0,3,14
GAA19CA207B,4/13/2019,2019,CHINO, CA,33.974723,-117.636389,NON-FATAL,MINOR,AIRPLANE,MORRISON ROCKY V,SPORTSMAN GS-2,0,0,3
GAA19CA207A,4/13/2019,2019,CHINO, CA,33.974723,-117.636389,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,SNJ,0,0,3
CEN19FA120,4/13/2019,2019,LAKE, MS,32.34,-89.364444,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,0,0
CEN19FA119,4/13/2019,2019,NEW ALBANY, MS,34.3825,-88.956111,FATAL(3),DESTROYED,AIRPLANE,SABRELINER,NA265,3,0,0
GAA19CA205,4/13/2019,2019,SEWARD, AK,60.3,-149.15,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,1
WPR19LA108,4/13/2019,2019,WINTERS, CA,38.553333,-121.866667,NON-FATAL,SUBSTANTIAL,AIRPLANE,EUROPA,XS,0,1,0
ERA19TA153,4/13/2019,2019,BRADENTON BEACH, FL,27.450556,-82.686111,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,0,2
GAA19CA209,4/12/2019,2019,BIG PINE, FL,24.727223,-81.39,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
ANC19LA016,4/11/2019,2019,BETHEL, AK,61.033334,-161.133334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-32-300,0,0,4
DCA19CA137,4/11/2019,2019,FORT MYERS, FL,26.586666,-91.863333,NON-FATAL,NONE,AIRPLANE,BOEING,737,0,1,107
GAA19CA203,4/11/2019,2019,FULLTERON, CA,33.871945,-117.979723,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA19LA151,4/11/2019,2019,FULTON, NY,43.329167,-76.413889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,1,0
GAA19CA204,4/11/2019,2019,MARYSVILLE, OH,40.224723,-83.350278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,R182,0,0,1
ERA19LA149,4/11/2019,2019,MERIDEN, CT,41.526945,-72.831389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,2,0
GAA19CA202,4/10/2019,2019,SISTERS, OR,45.588611,-122.596944,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,1,1
ERA19CA147,4/10/2019,2019,GALLATIN, TN,36.375,-86.408333,NON-FATAL,SUBSTANTIAL,HELICOPTER,GASKINS,SAFARI 400,0,2,0
CEN19FA117,4/9/2019,2019,HARLINGEN, TX,26.2925,-97.765,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR,AT 502,1,0,0
