ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
CEN21LA060,11/12/2020,2020,SALEM, IN,38.602428,-86.145168,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,1,0
WPR21LA052,11/11/2020,2020,FALLBROOK, CA,33.355782,-117.25139,MINOR,SUBSTANTIAL,AIRPLANE,BELLANCA,7GCBC,0,1,0
WPR21FA045,11/11/2020,2020,LANGLEY, WA,48.017512,-122.43772,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,2,0,0
CEN21LA053,11/11/2020,2020,HOLDEN, MO,38.707,-94.0058,FATAL,DESTROYED,WEIGHT-SHIFT,TRICK TRIKES,STSS,1,0,0
WPR21FA044,11/10/2020,2020,GRASS VALLEY, CA,39.190833,-120.99861,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA38,1,0,0
WPR21LA061,11/9/2020,2020,ARCH CAPE, OR,45.767319,-123.98501,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,0,0
ERA21LA041,11/9/2020,2020,GILFORD, NH,43.576756,-71.403889,MINOR,SUBSTANTIAL,AIRPLANE,MOONEY,M20C,0,2,0
CEN21LA049,11/8/2020,2020,CIRCLEVILLE, OH,39.524079,-82.981683,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,0,0,1
CEN21LA044,11/8/2020,2020,DUNN CENTER, ND,47.227222,-102.51666,FATAL,DESTROYED,AIRPLANE,PIPER,PA-22-135,1,0,0
CEN21LA058,11/8/2020,2020,WAUKEGAN, IL,42.42,87.87,NON-FATAL,SUBSTANTIAL,AIRPLANE,TEMCO,GC-1B,0,0,2
ERA21LA040,11/8/2020,2020,RALEIGH, NC,35.732111,-78.628722,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
CEN21LA047,11/7/2020,2020,ARDMORE, OK,34.127809,-97.063198,SERIOUS,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,0,3,0
CEN21LA048,11/7/2020,2020,GREENVILLE, MI,43.142139,-85.253861,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,0,0,3
WPR21LA040A,11/7/2020,2020,CLAYTON, CA,37.839997,-121.87482,SERIOUS,SUBSTANTIAL,GLIDER,SCHLEICHER,ASW20C,0,2,0
WPR21LA040B,11/7/2020,2020,CLAYTON, CA,37.839997,-121.87482,SERIOUS,SUBSTANTIAL,GLIDER,SCHLEICHER,ASW27,0,2,0
CEN21LA081,11/7/2020,2020,RHAME, ND,46.188972,-103.91682,NON-FATAL,SUBSTANTIAL,HELICOPTER,SCHWEIZER,269C,0,0,1
WPR21LA049,11/6/2020,2020,BYRON, CA,37.823174,-121.62965,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV-12,0,0,2
WPR21LA038,11/6/2020,2020,CHANDLER, AZ,33.268884,-111.80974,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,2
CEN21LA051,11/6/2020,2020,DENVER, CO,39.57,-104.849,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,2
CEN21LA108,11/6/2020,2020,FORT WORTH, TX,32.985303,-97.318095,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR20,0,0,2
CEN21FA043B,11/6/2020,2020,FREDERICKSBURG, TX,30.248886,-98.944509,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,M35,1,2,0
CEN21FA043A,11/6/2020,2020,FREDERICKSBURG, TX,30.248886,-98.944509,FATAL,DESTROYED,AIRPLANE,BEECH,J35,1,2,0
ANC21LA006,11/6/2020,2020,HILO, HI,27.5937,-139.6529,NON-FATAL,SUBSTANTIAL,AIRPLANE,PILATUS,PC12,0,0,2
ERA21LA039,11/6/2020,2020,WINDER, GA,33.98269,-83.667217,MINOR,SUBSTANTIAL,AIRPLANE,DIAMOND,DA40,0,1,0
WPR21LA039,11/6/2020,2020,LOS ANGELES, CA,34.058037,-118.20811,MINOR,SUBSTANTIAL,HELICOPTER,AGUSTA,A109,0,1,2
CEN21LA045,11/5/2020,2020,EDGARD, LA,30.034,-90.554,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUNNINGHAM,JUST ACFT SUPERSTOL,0,0,1
CEN21LA046,11/5/2020,2020,FREMONT, MI,43.435343,-85.99581,MINOR,SUBSTANTIAL,AIRPLANE,NAVION,A,0,1,1
WPR21LA042,11/5/2020,2020,MESA, AZ,33.461417,-111.72592,MINOR,SUBSTANTIAL,AIRPLANE,DIAMOND,DA40,0,0,1
WPR21LA037,11/4/2020,2020,GLENDALE, AZ,33.526917,-112.29513,NON-FATAL,SUBSTANTIAL,AIRPLANE,REMOS AIRCRAFT GMBH FLUGZEUGBA,GX,0,0,2
WPR21LA064,11/3/2020,2020,EL MONTE, CA,34.086009,-118.03484,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108-3,0,0,2
ERA21LA037,11/3/2020,2020,WARRENTON, GA,33.3666,-82.6228,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,1,0
CEN21LA040A,11/3/2020,2020,WESLACO, TX,26.178708,-97.974006,SERIOUS,SUBSTANTIAL,AIRPLANE,PIPER,J3C,0,2,0
CEN21LA040B,11/3/2020,2020,WESLACO, TX,26.178708,-97.974006,SERIOUS,SUBSTANTIAL,AIRPLANE,PIPER,J3C,0,2,0
ANC21LA004,11/3/2020,2020,WHITEWATER, KS,37.934433,-97.060125,FATAL,DESTROYED,GYROPLANE,AUTOGYRO,MTO SPORT,2,0,0
WPR21LA035,11/2/2020,2020,CAMANO ISLAND, WA,48.256944,-122.43619,NON-FATAL,SUBSTANTIAL,AIRPLANE,CARBON,CUB,0,0,2
WPR21LA034,11/2/2020,2020,MINDEN, NV,38.999671,-119.7524,MINOR,SUBSTANTIAL,AIRPLANE,AMERICAN LEGEND,AL-3 CUB,0,1,0
ERA21LA035,11/1/2020,2020,ELLICOTT, NY,42.160556,-79.24,FATAL,DESTROYED,AIRPLANE,GRUMMAN,GA7,3,0,0
ERA21LA036,11/1/2020,2020,FERNANDINA BEACH, FL,30.611833,-81.461194,NON-FATAL,SUBSTANTIAL,AIRPLANE,RAYTHEON,400A,0,0,6
ERA21LA038,11/1/2020,2020,WARNER ROBINS, GA,32.560639,-83.67675,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,1,0
WPR21LA032,10/31/2020,2020,BILLINGS, MT,45.812369,-108.52004,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,0,0
WPR21LA031,10/29/2020,2020,CEDAR CITY, UT,37.700972,-113.09886,NON-FATAL,SUBSTANTIAL,AIRPLANE,PEARSON,STARDUSTER,0,0,1
WPR21LA030,10/29/2020,2020,LAS VEGAS, NV,36.026127,-115.19351,FATAL,DESTROYED,AIRPLANE,CESSNA,310,2,0,0
CEN21LA034,10/28/2020,2020,LEBANON, OH,39.431359,-84.256329,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,2
CEN21LA037,10/28/2020,2020,WABASH, IN,40.761972,-85.79875,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,11AC,0,0,1
WPR21LA029,10/27/2020,2020,RICHLAND, WA,46.306105,-119.30835,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
ANC21LA003,10/27/2020,2020,HONOLULU, HI,21.345308,-157.8066,NON-FATAL,SUBSTANTIAL,HELICOPTER,HUGHES,369,0,0,1
WPR21LA027,10/27/2020,2020,SILVER CITY, NM,32.769381,-108.21173,MINOR,SUBSTANTIAL,HELICOPTER,AMERICAN EUROCOPTER,AS350B3,0,1,0
CEN21LA035,10/26/2020,2020,CRYSTAL BEACH, TX,29.448511,-94.655192,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
CEN21LA030,10/26/2020,2020,LUBBOCK, TX,33.560624,-101.83489,FATAL,DESTROYED,AIRPLANE,CESSNA,210,1,0,0
ERA21LA030,10/25/2020,2020,BAXLEY, GA,31.713833,-82.393778,MINOR,SUBSTANTIAL,AIRPLANE,GRUMMAN,AA5,0,1,2
ERA21FA029,10/25/2020,2020,DUNNELLON, FL,29.083241,-82.361285,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,0,0
CEN21FA026,10/25/2020,2020,WOODBRANCH, TX,30.182166,-95.19281,FATAL,DESTROYED,AIRPLANE,GRUMMAN,AA5,2,0,0
WPR21LA023,10/24/2020,2020,CAREFREE, AZ,33.816762,-111.90487,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
WPR21FA025,10/24/2020,2020,CORDES LAKES, AZ,34.298231,-112.01611,FATAL,SUBSTANTIAL,AIRPLANE,LANCAIR,235,2,0,0
CEN21LA029,10/24/2020,2020,GEUDA SPRINGS, KS,31.0451,-97.2163,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
CEN21LA027,10/24/2020,2020,LONGMONT, CO,40.164389,-105.16363,SERIOUS,SUBSTANTIAL,AIRPLANE,CUBCRAFTERS,CARBON CUB,0,1,1
WPR21LA028,10/24/2020,2020,LOS ALAMOS, NM,35.879686,-106.26868,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210K,0,0,2
CEN21LA057,10/24/2020,2020,TISHOMINGO, OK,34.24,-96.71,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,4
WPR21LA022,10/23/2020,2020,EL CAJON, CA,32.821582,-116.92928,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C-65,0,0,1
DCA21LA011,10/22/2020,2020,WHEELING, IL,42.1142,-87.9014,NON-FATAL,SUBSTANTIAL,AIRPLANE,LEARJET,60,0,0,8
CEN21LA041,10/22/2020,2020,XENIA, OH,39.691383,-83.991185,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,2
CEN21LA031,10/21/2020,2020,BUDA, TX,30.077712,-97.965563,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
WPR21LA019,10/21/2020,2020,HAYWARD, CA,37.660905,-122.13744,SERIOUS,SUBSTANTIAL,AIRPLANE,GLASAIR,III,0,1,0
WPR21LA024,10/21/2020,2020,ROCK SPRINGS, WY,41.596443,-109.06781,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,8KCAB,0,0,1
WPR21LA020,10/21/2020,2020,SHOW LOW, AZ,34.265472,-110.00566,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28-180,0,0,1
CEN21FA025,10/21/2020,2020,SLIDELL, LA,30.355421,-89.823368,FATAL,DESTROYED,AIRPLANE,BEECH,V35,1,0,0
ERA21LA028,10/21/2020,2020,POINT LOOKOUT, NY,40.598289,-73.56209,MINOR,SUBSTANTIAL,HELICOPTER,BELL,206,0,1,0
ANC21LA002,10/20/2020,2020,ANCHORAGE, AK,61.416089,-149.5083,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,185,0,0,2
CEN21FA024,10/20/2020,2020,FORD HEIGHTS, IL,41.507801,-87.579052,FATAL,SUBSTANTIAL,AIRPLANE,GLASAIR,III,1,0,0
ERA21LA025,10/18/2020,2020,CARLISLE, PA,40.188573,-77.178235,MINOR,SUBSTANTIAL,AIRPLANE,AERO BRISTELL,BRISTELL LSA,0,2,0
WPR21LA016,10/18/2020,2020,MOSES LAKE, WA,47.142004,-119.23788,MINOR,SUBSTANTIAL,AIRPLANE,AVIAT,A1,0,1,0
WPR21LA017,10/18/2020,2020,PUYALLUP, WA,47.0877,-122.29114,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
CEN21LA022,10/18/2020,2020,SPEARFISH, SD,44.4908,103.8594,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182Q,0,0,2
CEN21LA021,10/18/2020,2020,WASHINGTON, WI,45.389097,-86.924557,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER COMPANY,R44 II,0,0,1
ERA21LA024,10/18/2020,2020,WINDER, GA,34.003829,-83.667184,SERIOUS,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,1,0
CEN21LA032,10/17/2020,2020,COLUMBUS, MS,33.463525,-88.380821,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN21LA018,10/16/2020,2020,HOUMA, LA,29.5521,-90.7514,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T182,2,0,0
CEN21LA020,10/16/2020,2020,SEBRING, OH,40.906,-81,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28,0,0,1
WPR21LA021,10/16/2020,2020,PAHRUMP, NV,36.165812,-115.90381,MINOR,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,2,1
ERA21LA023,10/16/2020,2020,ZEPHYRHILLS, FL,28.338872,-81.958869,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,0,1
WPR21LA015,10/15/2020,2020,SOUTH HILL, WA,47.113129,-122.29148,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,1,0
ERA21LA020,10/14/2020,2020,CITRA, FL,29.473624,-81.992119,FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,100,1,0,0
ERA21LA022,10/14/2020,2020,MONETA, VA,37.107722,-79.592472,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7FC,0,0,2
ERA21LA027,10/14/2020,2020,SEWANEE, TN,35.208012,-85.89325,MINOR,SUBSTANTIAL,AIRPLANE,MUSE,STOL CH 750,0,1,0
ERA21LA021,10/14/2020,2020,WATERVILLE, ME,44.531471,-69.676932,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,99,0,0,1
CEN21LA016,10/13/2020,2020,NEW CARLISLE, OH,39.930892,-84.013546,MINOR,DESTROYED,AIRPLANE,KITFOX,CLASSIC 4,0,2,0
ERA21LA032,10/13/2020,2020,WILLISTON, FL,29.354605,-82.470564,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA21LA018,10/12/2020,2020,APISON, TN,35.03449,-85.027535,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,STOL CH801,0,0,1
ERA21LA019,10/11/2020,2020,ATLANTA, GA,33.868074,-84.306181,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,0,0,3
WPR21LA012,10/11/2020,2020,BISHOP, CA,37.3409,-118.3571,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,1,0
ERA21LA017,10/11/2020,2020,PALMETTO, FL,27.642939,-82.520061,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,NAVION,0,0,4
ERA21LA015,10/10/2020,2020,FRIENDLY, MD,38.748675,-76.955791,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,0,0,2
CEN21LA014,10/10/2020,2020,KIMBERLING CITY, MO,36.62629,-93.423947,SERIOUS,DESTROYED,AIRPLANE,PIPER,PA32R,0,2,0
ANC21LA001,10/10/2020,2020,YAKATAGA, AK,59.9935,-141.84587,NON-FATAL,SUBSTANTIAL,AIRPLANE,DOUGLAS,C54,0,0,2
ERA21LA016,10/10/2020,2020,WOODSTOCK, CT,41.955631,-72.054258,MINOR,SUBSTANTIAL,HELICOPTER,ENSTROM,480,0,1,2
WPR21LA013,10/9/2020,2020,PARKER, AZ,34.278776,-114.13713,NON-FATAL,SUBSTANTIAL,AIRPLANE,RALPH C KIMBALL,SEA REY,0,0,2
ERA21LA013,10/8/2020,2020,PLYMOUTH, MA,41.910697,-70.728913,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,1,1
ERA21LA014,10/8/2020,2020,RURAL HALL, NC,36.240195,-80.293202,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPISTREL,ALPHA TRAINER,0,0,1
ERA21LA011,10/8/2020,2020,WEST PALM BEACH, FL,26.840056,-80.215806,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,414,0,7,0
CEN21LA033,10/7/2020,2020,LONGVIEW, TX,32.384,-94.7115,NON-FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN CHAMPION AIRCRAFT,7ECA,0,0,1
CEN21LA012,10/7/2020,2020,NEW RICHMOND, WI,45.15,-92.54,MINOR,SUBSTANTIAL,AIRPLANE,KJOSTAD JORGEN A,WAGABOND,0,2,0
ERA21FA010,10/7/2020,2020,WATERLOO, AL,34.973518,-88.156303,FATAL,SUBSTANTIAL,AIRPLANE,CZECH,SPORT CRUISER,1,0,0
ERA21LA031,10/7/2020,2020,NORTH MYRTLE BEACH, SC,33.846688,-78.576558,NON-FATAL,SUBSTANTIAL,GYROPLANE,SPARROWHAWK,II,0,0,1
ERA21LA009,10/6/2020,2020,LADY LAKE, FL,28.929167,81.930833,MINOR,SUBSTANTIAL,AIRPLANE,VELOCITY,ELITE,0,1,0
CEN21LA008,10/6/2020,2020,MOUNT VERNON, IN,37.920396,-87.7663,FATAL,SUBSTANTIAL,AIRPLANE,STEPHENS WILLIAM E,QUICKSILVER,2,0,0
WPR21LA033,10/6/2020,2020,MINDEN, NV,39.0005,-119.75111,NON-FATAL,SUBSTANTIAL,HELICOPTER,SCHLEICHER,ASK21,0,0,1
ERA21LA007,10/5/2020,2020,ELLIJAY, GA,34.628634,-84.526203,MINOR,SUBSTANTIAL,AIRPLANE,CHAMPION,8KCAB,0,1,0
WPR21LA005,10/5/2020,2020,RIMROCK, AZ,34.650856,-111.7882,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,1
CEN21LA006,10/5/2020,2020,SALIDA, CO,38.538278,-106.04861,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,0,0,2
CEN21LA050,10/5/2020,2020,SAN SABA, TX,31.231591,-98.710907,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,1730,0,0,1
CEN21FA007,10/5/2020,2020,TELLURIDE, CO,37.914608,-107.75278,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,S35,2,0,0
ERA21LA004,10/4/2020,2020,BEECHHURST, NY,40.796108,-73.803415,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,1,2,0
CEN21LA010,10/4/2020,2020,BRIDGEPORT, TX,33.147265,-97.82892,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,2
CEN21LA001,10/4/2020,2020,CEDAREDGE, CO,39.037641,-107.98924,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,210,0,2,0
WPR21LA006,10/4/2020,2020,FIRTH, ID,43.269389,-112.22431,NON-FATAL,SUBSTANTIAL,AIRPLANE,CAPELLA,XLS,0,0,2
ERA21LA006,10/4/2020,2020,FULTON, NY,43.350778,-76.388056,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,1,1
WPR21LA003,10/4/2020,2020,HAWTHORNE, CA,33.92385,-118.3311,FATAL,SUBSTANTIAL,AIRPLANE,EVOLUTION,REVO,1,0,0
CEN21LA023,10/4/2020,2020,IGNACIO, CO,37.142654,-107.76223,NON-FATAL,SUBSTANTIAL,WEIGHT-SHIFT,EVOLUTION,REVOLT,0,0,1
CEN21LA002,10/3/2020,2020,BYERS, CO,39.713593,-104.19384,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,1,1
CEN21LA003,10/3/2020,2020,HINCKLEY, MN,46.022868,-92.895174,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
ERA21LA008,10/3/2020,2020,NORTHFIELD, NH,43.426101,-71.567249,NON-FATAL,SUBSTANTIAL,AIRPLANE,EXPERIMENTAL,QUAD CITY CHALLENGER,0,0,1
ERA21LA012,10/3/2020,2020,SPRUCE PINES, NC,35.950234,-81.998167,MINOR,SUBSTANTIAL,AIRPLANE,BEECH,23,0,1,0
ERA21LA003,10/2/2020,2020,CORFU, NY,42.971879,-78.382376,FATAL,DESTROYED,AIRPLANE,SOCATA,TBM700,2,0,0
CEN21LA009,10/2/2020,2020,DENVER, CO,39.58,-104.85,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20F,0,0,2
CEN21LA005,10/2/2020,2020,EGYPT, AR,35.86813,-90.945675,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT402,0,0,1
ERA21LA002,10/2/2020,2020,GREEN SEA, SC,34.181191,-79.030651,MINOR,SUBSTANTIAL,AIRPLANE,BEECH,BE-36,0,2,0
CEN21LA004,10/2/2020,2020,LAKE ELMO, MN,44.997492,-92.855681,SERIOUS,SUBSTANTIAL,AIRPLANE,PIPER,PA46,0,2,0
WPR21LA008,10/2/2020,2020,PRINCETON, OR,42.745925,-118.67379,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,2
WPR21LA002,10/1/2020,2020,BURLINGTON, WA,48.469333,-122.4215,MINOR,SUBSTANTIAL,AIRPLANE,ZENITH,CH601,0,1,0
ANC20LA100,10/1/2020,2020,TOK, AK,63.329514,-142.95368,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
ERA21LA005,10/1/2020,2020,WAKE, VA,37.579813,-76.443103,NON-FATAL,SUBSTANTIAL,AIRPLANE,FOKKER,DR1,0,0,1
DCA21LA018,9/30/2020,2020,ANCHORAGE, AK,61.173441,-149.98675,SERIOUS,NONE,AIRPLANE,BOEING,777,0,1,251
ERA20LA342,9/30/2020,2020,DEFUNIAK SPRINGS, FL,30.732828,-86.149187,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,7GCB,0,0,1
CEN20LA429,9/30/2020,2020,HIGGINSVILLE, MO,39.072261,-93.677318,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
WPR21LA004,9/30/2020,2020,OREGON CITY, OR,45.320677,-122.5512,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
CEN20LA431,9/29/2020,2020,BIG RAPIDS, MI,43.722639,-85.504056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
CEN20LA425,9/29/2020,2020,SPRING, TX,30.054083,-95.555996,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
CEN20LA427,9/29/2020,2020,HINCKLEY, IL,41.772578,-88.652368,NON-FATAL,SUBSTANTIAL,GLIDER,SCHLEICHER,ASK21,0,0,2
ERA20LA341,9/28/2020,2020,CENTERVILLE, MD,39.050014,-76.151108,NON-FATAL,SUBSTANTIAL,AIRPLANE,TECNAM,P92,0,0,2
ENG20LA046,9/28/2020,2020,DONALSONVILLE, GA,31.03683,-84.88002,NON-FATAL,MINOR,AIRPLANE,THRUSH,S2R-H80,0,0,1
CEN20LA421,9/28/2020,2020,LAGO VISTA, TX,30.476117,-97.955389,SERIOUS,SUBSTANTIAL,AIRPLANE,BEECH,A36,0,3,0
WPR20LA319,9/27/2020,2020,SANTA BARBARA, CA,34.388,-119.84,FATAL,DESTROYED,AIRPLANE,CESSNA,T182,1,0,0
ERA20LA335,9/27/2020,2020,UNION, SC,34.686953,-81.641167,SERIOUS,DESTROYED,AIRPLANE,PIPER,PA28,0,1,0
ERA20LA334,9/26/2020,2020,NEW SMYRNA BEACH, FL,28.978917,-80.924778,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,0,0,1
WPR20LA322,9/26/2020,2020,SILVER SPRINGS, NV,39.401847,-119.25412,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32-300,0,0,1
WPR20LA325,9/25/2020,2020,BRIDGEPORT, CA,38.264654,-119.22273,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210,0,0,2
ERA20LA337,9/25/2020,2020,CHESTER, CT,41.383709,-72.505787,NON-FATAL,SUBSTANTIAL,AIRPLANE,LANCAIR,235,0,0,1
CEN20LA430,9/25/2020,2020,ROGERS, AR,36.372417,-94.106972,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46R-350T,0,0,2
CEN20LA419A,9/25/2020,2020,SAN MARCOS, TX,29.891657,-97.879091,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,3,0
CEN20LA419B,9/25/2020,2020,SAN MARCOS, TX,29.891657,-97.879091,SERIOUS,DESTROYED,AIRPLANE,EXPERIMENTAL TEAM ROCKETS,F-1,0,3,0
CEN20LA417,9/24/2020,2020,HARKER HEIGHTS, TX,31.074454,-97.682898,FATAL,SUBSTANTIAL,AIRPLANE,EIPPER,QUICKSILVER,2,0,0
CEN20LA424,9/24/2020,2020,LEADVILLE, CO,39.2508,-106.2925,SERIOUS,SUBSTANTIAL,AIRPLANE,KITFOX,STI,0,1,0
WPR20LA320,9/24/2020,2020,SAN DIEGO, CA,32.815722,-117.13955,SERIOUS,SUBSTANTIAL,AIRPLANE,GREAT LAKES,2T1A,0,2,0
CEN20LA420,9/24/2020,2020,TERRELL, TX,32.787931,-96.093123,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,V35,0,0,1
ANC20LA099,9/23/2020,2020,BIG LAKE, AK,61.587423,-150.3984,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170B,0,0,1
WPR20LA315,9/23/2020,2020,EMMETT, ID,43.843334,-116.41166,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-802A,1,0,0
ERA20LA330,9/23/2020,2020,FLORAL CITY, FL,28.771699,-82.311861,FATAL,DESTROYED,AIRPLANE,PIPER,PA25,1,0,0
ERA20LA332,9/23/2020,2020,HAGERSTOWN, MD,39.714347,-77.725247,NON-FATAL,SUBSTANTIAL,AIRPLANE,GLASAIR,1RG,0,0,2
ERA20LA336,9/23/2020,2020,LAGRANGE, NC,35.3068,77.788,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,172N,0,1,0
CEN20LA422,9/23/2020,2020,ST. CLAIRSVILLE, OH,40.011978,-80911844,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,0,0,1
WPR20LA318,9/22/2020,2020,ISLAND PARK, ID,44.63475,-111.34269,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,2
ERA20LA333,9/22/2020,2020,JACKSON, TN,35.6923,-88.6834,NON-FATAL,SUBSTANTIAL,AIRPLANE,AYRES,S2R,0,0,1
ERA20LA329,9/22/2020,2020,LINCOLNTON, GA,33.789493,-82.469268,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,1,0,0
WPR20CA316,9/22/2020,2020,PACIFIC CITY, OR,45.189601,-123.96057,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,0,2
ERA20LA338,9/22/2020,2020,POTTSTOWN, PA,40.23992,-75.556002,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,2
WPR20LA323,9/22/2020,2020,CHEMEHUEVI VALLEY, CA,34.528889,-114.43197,NON-FATAL,SUBSTANTIAL,HELICOPTER,MD HELICOPTER,369,0,0,2
ERA20LA328,9/21/2020,2020,HAMILTON, GA,32.750019,-84.870796,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,S2R,0,0,1
ERA20LA324,9/21/2020,2020,HILLIARD, FL,30.752777,-81.979164,FATAL,DESTROYED,AIRPLANE,VANS,RV 8,1,0,0
